logarea lgae superv e
1.85 1.81415673568845 1 -0.477910190820694
1.85 1.78949587072711 1 -0.806721723638475
1.85 1.77583664074773 1 -0.98884479003027
1.85 1.79020455480786 1 -0.797272602561861
1.85 1.86037209761562 1 0.13829463487491
1.85 1.80120979502099 1 -0.650536066386849
1.85 1.85716151242377 1 0.0954868323169649
1.85 1.86776154210093 1 0.236820561345667
1.85 1.77819892928237 1 -0.957347609568387
1.85 1.83507282122737 1 -0.199029050301760
1.85 1.92152940219967 1 0.953725362662226
1.85 1.78505263063125 1 -0.865964924916625
1.85 1.862067827594 1 0.160904367920011
1.85 1.78309306903975 0 -0.892092412803322
1.85 1.89625452134060 0 0.616726951207966
1.85 1.89892858614912 0 0.652381148654968
1.85 1.90744417613605 0 0.765922348480672
1.85 1.85558871021494 0 0.0745161361992359
1.95 1.90164979855763 1 -0.644669352564961
1.95 1.87984553282149 1 -0.935392895713449
1.95 1.9065056754509 1 -0.579924327321351
1.95 1.90967360869981 1 -0.53768521733582
1.95 2.00953195032198 1 0.793759337626398
1.95 2.02101559076691 1 0.946874543558806
1.95 2.00606245097006 1 0.747499346267432
1.95 1.89261407508748 1 -0.765145665500313
1.95 2.01833551945165 1 0.911140259355307
1.95 1.99904302346986 1 0.653906979598105
1.95 2.00223745348630 1 0.696499379817396
1.95 1.89576869717566 1 -0.723084037657827
1.95 1.95087821264751 1 0.0117095019668341
1.95 1.93460084652761 1 -0.205322046298534
1.95 1.92005135526415 1 -0.399315263144672
1.95 1.98889338317094 1 0.518578442279249
1.95 1.96472978973761 1 0.196397196501493
1.95 1.95192375176121 1 0.0256500234827399
1.95 1.96139152636752 1 0.151887018233538
1.95 1.89234622714575 1 -0.76871697138995
1.95 1.88541093925014 1 -0.861187476664782
1.95 1.93319144340930 1 -0.224114087875932
1.95 1.9821863924386 1 0.429151899181306
1.95 1.99122723732144 1 0.549696497619152
1.95 1.95876994802384 1 0.116932640317827
1.95 1.95889985079411 1 0.118664677254856
1.95 1.90648658933351 1 -0.580178808886558
1.95 1.94289853193332 1 -0.094686240889132
1.95 1.98133369804127 1 0.417782640550286
1.95 1.99115095997695 1 0.548679466359317
1.95 1.90813455234747 1 -0.558205968700349
1.95 1.98814103031764 1 0.508547070901841
1.95 1.93180038034916 1 -0.242661595344543
1.95 1.95539893184323 1 0.0719857579097152
1.95 1.98054811946349 1 0.407308259513229
1.95 2.00926165807759 1 0.790155441034585
1.95 1.97824507600162 1 0.376601013354957
1.95 2.01486016422277 1 0.864802189636976
1.95 1.98844595710980 1 0.51261276146397
1.95 1.91621784351300 1 -0.45042875315994
1.95 1.96225672115106 1 0.163422948680818
1.95 1.98115521522705 1 0.415402869693935
1.95 1.95855726246955 1 0.114096832927316
1.95 1.92385473973118 1 -0.348603470250964
1.95 1.90343277300708 1 -0.6208963599056
1.95 1.91109466908965 1 -0.518737745471299
1.95 1.96024753998499 1 0.136633866466582
1.95 2.00030889253831 1 0.670785233844072
1.95 1.89430995255243 1 -0.742533965967596
1.95 2.00419421335682 1 0.722589511424303
1.95 1.92728218180127 1 -0.302904242649674
1.95 1.98494934677146 1 0.465991290286183
1.95 1.97049054983072 1 0.273207331076264
1.95 1.91687120752176 1 -0.441717233043164
1.95 2.01574815044878 1 0.87664200598374
1.95 1.96539417682216 1 0.205255690962076
1.95 1.91896800940158 1 -0.413759874645621
1.95 1.95214489629725 1 0.0285986172966659
1.95 1.91682922766777 1 -0.442276964429766
1.95 1.87818344979314 1 -0.957554002758116
1.95 1.99623328390298 1 0.616443785373122
1.95 1.95607369767968 1 0.0809826357290149
1.95 1.9170663204859 1 -0.439115726854652
1.95 1.88835761526134 1 -0.821898463182151
1.95 2.02171995554818 1 0.956266073975712
1.95 1.95339919799007 1 0.0453226398676634
1.95 1.96967960614711 1 0.262394748628140
1.95 2.00140661008190 1 0.685421467758715
1.95 2.00917624421418 1 0.789016589522362
1.95 1.95270427577198 1 0.0360570102930069
1.95 1.99679826262873 1 0.623976835049689
1.95 1.97419531963533 0 0.322604261804372
1.95 1.95305498972302 0 0.0407331963069737
1.95 1.92174944775179 0 -0.376674029976130
1.95 1.88993086890550 0 -0.800921747926623
1.95 1.93338722483022 0 -0.221503668930382
1.95 1.90619310429320 0 -0.584091942757368
1.95 2.02092963878531 0 0.945728517137468
1.95 1.97910672978032 0 0.388089730404317
2.05 1.99827279043384 1 -0.689696127548814
2.05 2.07650734130293 1 0.353431217372417
2.05 2.12306168723153 1 0.974155829753727
2.05 1.99857755178818 1 -0.685632642824203
2.05 2.07416639267467 1 0.322218568995595
2.05 2.00121100763790 1 -0.650519898161292
2.05 2.01489306468284 1 -0.468092470895499
2.05 2.07953174437862 1 0.393756591714919
2.05 2.02845937145175 1 -0.287208380643278
2.05 2.04885179381818 1 -0.0153094157576561
2.05 1.99225614065072 1 -0.769918124657124
2.05 2.04757291390561 1 -0.0323611479252577
2.05 2.0158158340957 1 -0.455788878723979
2.05 2.08921861225972 1 0.522914830129594
2.05 2.03020005263388 1 -0.263999298214912
2.05 2.08962466074154 1 0.528328809887171
2.05 2.03539272902999 1 -0.194763612933457
2.05 1.97741130073555 1 -0.967849323526025
2.05 2.03197280329186 1 -0.240362622775137
2.05 1.99674593579257 1 -0.710054189432412
2.05 2.10966776757268 1 0.795570234302431
2.05 2.05839357986115 1 0.111914398148656
2.05 1.99150753635913 1 -0.779899515211582
2.05 1.97539830447640 1 -0.994689273647964
2.05 2.12088981569977 1 0.945197542663664
2.05 2.05865506869741 1 0.115400915965438
2.05 2.10426557094324 1 0.723540945909917
2.05 2.08474827766186 1 0.46331036882475
2.05 2.09703460973687 1 0.627128129824996
2.05 2.06910737002036 1 0.254764933604747
2.05 2.01167578486493 1 -0.510989535134286
2.05 2.02723121340387 1 -0.303583821281791
2.05 2.09632163289934 1 0.617621771991253
2.05 2.08680082242936 1 0.490677632391453
2.05 2.09261490682838 1 0.568198757711798
2.05 2.07371963908663 1 0.316261854488403
2.05 2.00375617505051 1 -0.616584332659841
2.05 2.04608620278304 1 -0.052183962892741
2.05 2.05535791639704 1 0.071438885293901
2.05 2.05071952292928 1 0.00959363905712962
2.05 2.03967588416999 1 -0.137654877733439
2.05 2.08609267007560 1 0.481235601007938
2.05 2.11579542427789 1 0.877272323705256
2.05 1.99670508026611 1 -0.710598929785192
2.05 2.10193765620934 1 0.69250208279118
2.05 2.03020867597079 1 -0.263884320389479
2.05 1.98772079227492 1 -0.830389436334372
2.05 2.10472205246333 1 0.729627366177738
2.05 2.00662405572366 1 -0.578345923684537
2.05 2.07447343684034 1 0.326312491204590
2.05 2.01044566415949 0 -0.527391144540161
2.05 1.98864778260468 0 -0.81802956527099
2.05 1.98256796948845 0 -0.899093740154058
2.05 1.99189793125261 0 -0.77469424996525
2.05 2.04842923878459 0 -0.0209434828720987
2.05 2.03752626292408 0 -0.166316494345665
2.05 2.09425053646555 0 0.590007152874023
2.05 1.99567351388978 0 -0.724353148136288
2.05 2.09407548757736 0 0.587673167698085
2.05 2.02906619672431 0 -0.279117377009243
2.05 2.05296803844394 0 0.0395738459192216
2.05 2.01825612371322 0 -0.423251683823764
2.05 2.05060399274807 0 0.00805323664098978
2.05 1.97683365328703 0 -0.975551289506257
2.05 2.07122318600304 0 0.282975813373923
2.05 2.00646960253362 0 -0.580405299551785
2.05 2.06940054077422 0 0.258673876989633
2.05 2.02993431661744 0 -0.267542445100844
2.05 2.05724552612519 0 0.096607015002519
2.05 1.97615820830688 0 -0.98455722257495
2.15 2.21297684875317 1 0.839691316708922
2.15 2.13569651448634 1 -0.190713140182197
2.15 2.1855554183363 1 0.474072244483978
2.15 2.16371832138393 1 0.182910951785743
2.15 2.10286272165831 1 -0.628497044555843
2.15 2.19642579788342 1 0.619010638445616
2.15 2.09270706406096 1 -0.763905812520534
2.15 2.11000918825157 1 -0.533210823312402
2.15 2.10103972798679 1 -0.652803626842797
2.15 2.13277489212342 1 -0.229668105021119
2.15 2.12610924663022 1 -0.318543378263712
2.15 2.1329753398546 1 -0.226995468605310
2.15 2.12661859288346 1 -0.311752094887197
2.15 2.20615868726745 1 0.748782496899366
2.15 2.15146920460975 1 0.0195893947966397
2.15 2.15950966260862 1 0.126795501448214
2.15 2.12632779595442 1 -0.315629387274385
2.15 2.19576357043115 1 0.610180939082056
2.15 2.1695055195014 1 0.26007359335199
2.15 2.07960953310831 1 -0.93853955855593
2.15 2.17103994460776 1 0.280532594770193
2.15 2.1862288421602 1 0.483051228802651
2.15 2.20263265449321 1 0.70176872657612
2.15 2.13955724356929 1 -0.139236752409488
2.15 2.21772481409134 1 0.902997521217912
2.15 2.11808060323819 1 -0.425591956824064
2.15 2.13945814652834 1 -0.140558046288788
2.15 2.21736138479318 1 0.898151797242463
2.15 2.12581464749528 1 -0.322471366729587
2.15 2.10369836674072 1 -0.617355110123754
2.15 2.15021826908924 1 0.00291025452315807
2.15 2.13447739174590 1 -0.206968110054731
2.15 2.16595587155316 1 0.212744954042137
2.15 2.10952078187838 1 -0.53972290828824
2.15 2.18348548723152 1 0.446473163086921
2.15 2.10365050761029 0 -0.617993231862783
2.15 2.10700108385645 0 -0.57331888191402
2.15 2.09396335767815 0 -0.747155230958015
2.15 2.12304161064094 0 -0.359445191454142
2.15 2.12660087650875 0 -0.311988313216716
2.15 2.08870571412845 0 -0.817257144954056
2.15 2.08996681225253 0 -0.800442503299564
2.15 2.12027006157441 0 -0.396399179007858
2.15 2.14579783105291 0 -0.0560289192944765
2.15 2.13647245921893 0 -0.180367210414261
2.15 2.07684529222315 0 -0.97539610369131
2.15 2.07965323642129 0 -0.937956847716123
2.15 2.15753468187759 0 0.100462425034493
2.15 2.09372973475838 0 -0.75027020322159
2.15 2.07607832656940 0 -0.98562231240794
2.15 2.1748784302501 0 0.331712403334677
2.15 2.11855225949548 0 -0.419303206726909
2.15 2.16267568921903 0 0.169009189587086
2.15 2.20235423005652 0 0.698056400753558
2.15 2.12943125242600 0 -0.274249967653304
2.15 2.15403958964162 0 0.0538611952215433
2.15 2.17048726545181 0 0.273163539357483
2.15 2.22346398463706 0 0.97951979516074
2.15 2.11134432089748 0 -0.515409054700285
2.15 2.14853410425130 0 -0.0195452766492963
2.15 2.18645880620461 0 0.486117416061461
2.15 2.22292922242777 0 0.972389632370323
2.15 2.12269126304891 0 -0.364116492681205
2.15 2.18344582829159 0 0.445944377221167
2.15 2.10242881773738 0 -0.634282430168241
2.15 2.19925407993142 0 0.656721065752208
2.25 2.21403304080013 1 -0.479559455998242
2.25 2.28937763358699 1 0.525035114493221
2.25 2.23073978960747 1 -0.256802805233747
2.25 2.2751449752599 1 0.335266336798668
2.25 2.22440184729639 1 -0.341308702714741
2.25 2.30947424210608 1 0.792989894747734
2.25 2.28157002234366 1 0.420933631248772
2.25 2.23469107258134 0 -0.204119032248855
2.25 2.27497628317215 0 0.33301710896194
2.25 2.31542695490643 0 0.872359398752451
2.25 2.309913431725 0 0.798845756333321
2.25 2.31504812214989 0 0.867308295331895
2.25 2.32358064410510 0 0.981075254734606
2.25 2.32320669873152 0 0.976089316420257
2.25 2.27317362815374 0 0.308981708716601
2.25 2.29860396583099 0 0.648052877746522
2.25 2.22098335999763 0 -0.386888533364981
2.25 2.28321839240380 0 0.442911898717284
2.25 2.26617660352495 0 0.215688046999276
2.25 2.21369591834955 0 -0.484054422006011
2.25 2.18879578253254 0 -0.816056232899427
2.25 2.31461856267415 0 0.861580835655332
2.25 2.17765453713946 0 -0.96460617147386
2.25 2.21691629472189 0 -0.441116070374846
2.25 2.24324931468582 0 -0.0900091375224292
2.25 2.23318863002351 0 -0.224151599686593
2.25 2.27954686505254 0 0.393958200700581
2.25 2.21638202721952 0 -0.448239637073129
2.25 2.22076344222296 0 -0.389820770360529
2.25 2.29009019195801 0 0.53453589277342
2.25 2.17963507007808 0 -0.938199065625668
2.25 2.30393896428868 0 0.719186190515757
2.25 2.31160970960045 0 0.821462794672698
2.25 2.21589319818886 0 -0.454757357481867
2.25 2.22277033942519 0 -0.363062140997499
2.25 2.25935154024046 0 0.124687203206122
2.25 2.31897374410182 0 0.919649921357632
2.25 2.18802338072564 0 -0.826354923658073
2.25 2.17775227648672 0 -0.963302980177104
2.25 2.30307028210955 0 0.707603761460632
2.25 2.27269514155341 0 0.302601887378842
2.25 2.31166726896772 0 0.822230252902955
2.25 2.18513050507754 0 -0.864926598966122
2.25 2.26439279804472 0 0.191903973929584
2.25 2.25830930020893 0 0.110790669452399
2.25 2.22347834401298 0 -0.353622079826891
2.25 2.21847557510482 0 -0.420325665269047
2.25 2.20182346177753 0 -0.642353842966259
2.25 2.31744074716698 0 0.89920996222645
2.25 2.25745474129217 0 0.0993965505622327
2.25 2.21115598882316 0 -0.517920149024576
2.25 2.29990497801919 0 0.665399706922472
2.25 2.1949999993667 0 -0.733333341777325
2.25 2.24880959928269 0 -0.0158720095641911
2.25 2.22494159436319 0 -0.334112075157464
2.25 2.18517032742966 0 -0.864395634271204
2.35 2.32847873514984 1 -0.286950198002160
2.35 2.35614639546257 0 0.0819519395008683
2.35 2.36852090428583 0 0.246945390477777
2.35 2.37659039649880 0 0.354538619983941
2.35 2.33729477218585 0 -0.169403037521988
2.35 2.37104072670918 0 0.280543022789061
2.35 2.41921564450022 0 0.922875260002911
2.35 2.28099401026266 0 -0.920079863164574
2.35 2.42113096846733 0 0.948412912897766
2.35 2.31487771249376 0 -0.468297166749835
2.35 2.35324470610358 0 0.0432627480477095
2.35 2.33101075579179 0 -0.253189922776073
2.35 2.36604459588416 0 0.213927945122123
